Folio Vivienda,Fecha,Municipio,AGEB,Centralidad,"En su opinión, ¿Cuál es el principal problema de movilidad en sus traslados en la zona donde vive?","Y con respecto al TRANSPORTE PÚBLICO, ¿Cuál considera que es el principal problema de la zona donde vive?","Incluyéndolo, ¿cuántas personas viven permanentemente en su vivienda contando a los bebés y personas adultas mayores?",Esta casa es?,¿Ingresos mensuales de todas las personas que habitan en la vivienda y aportan gastos al hogar?,¿Cuántos ... tienen en esta vivienda? | Vehículos (autos o camionetas),¿Cuántos ... tienen en esta vivienda? | Motocicletas o motonetas,¿Cuántos ... tienen en esta vivienda? | Bicicletas,¿Dónde estacionan los vehículos?,Persona del hogar que fue el informante principal,¿En su vivienda tienen acceso a internet?,"En su hogar, ¿Estarían dispuestos a participar en este mismo tipo de estudio en el futuro?",Ponderador
11372,24-Mar-23,Zapopan,1412000017031,26,Pavimento deteriorado,Poca frecuencia de paso en el día,4,Propia,"$3,001 y $7,000",2,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,31
11373,24-Mar-23,Zapopan,1412000016512,26,Congestionamiento,La falta de comodidad de las unidades del transporte,4,Rentada,No quiso responder,2,1,2,En la cochera de la casa,Cónyuge,Sí,No,31
11375,24-Mar-23,Zapopan,1412000016724,26,Vialidades insuficientes,Poca frecuencia de paso en la noche,4,Propia,"Más de $25,001",2,0,1,En la cochera de la casa,Cónyuge,Sí,Sí,31
11379,24-Mar-23,Zapopan,1412000016724,26,,,3,Propia,No quiso responder,2,0,0,En la cochera de la casa,Hijo,Sí,No,31
11380,24-Mar-23,Zapopan,1412000016921,26,Vialidades insuficientes,Poca frecuencia de paso en el día,4,Otros,No quiso responder,2,0,0,,Cónyuge,No,No,31
11390,24-Mar-23,Zapopan,1412000017120,26,Insuficiente transporte público,Poca frecuencia de paso en el día,6,Propia,"$3,001 y $7,000",2,0,0,En la cochera de la casa,Cónyuge,Sí,Sí,31
11396,24-Mar-23,Zapopan,1412000016724,26,Congestionamiento,La falta de comodidad de las unidades del transporte,3,Rentada,No quiso responder,2,0,0,,Jefe del hogar,Sí,No,31
11402,24-Mar-23,Zapopan,1412000016724,26,,,2,Rentada,No quiso responder,2,0,0,,Cónyuge,Sí,No,31
11406,24-Mar-23,Zapopan,1412000016866,26,Insuficiente transporte público,El tiempo de duración de viaje,3,Propia,No quiso responder,2,1,0,,Cónyuge,Sí,No,31
11418,24-Mar-23,Zapopan,1412000016724,26,Congestionamiento,Poca frecuencia de paso en el día,2,Propia,No quiso responder,2,0,0,En la cochera de la casa,Cónyuge,No,Sí,31
11423,24-Mar-23,Zapopan,1412000016724,26,Congestionamiento,Poca frecuencia de paso en el día,2,Rentada,No quiso responder,2,0,0,,Jefe del hogar,Sí,No,31
11430,24-Mar-23,Zapopan,1412000016866,26,Insuficiente transporte público,El tiempo de duración de viaje,2,Rentada,No quiso responder,2,0,0,En la cochera de la casa,Sin parentesco,Sí,No,31
11435,24-Mar-23,Zapopan,1412000016847,26,Pavimento deteriorado,El sobrecupo de personas en las unidades del transporte,4,Propia,"Más de $25,001",2,0,0,En la cochera de la casa,Nieto,Sí,No,31
11438,24-Mar-23,Zapopan,1412000016724,26,Congestionamiento,Poca frecuencia de paso en el día,3,Rentada,No quiso responder,2,1,0,,Jefe del hogar,Sí,No,31
11442,24-Mar-23,Zapopan,1412000016866,26,Insuficiente transporte público,Poca frecuencia de paso en el día,4,Propia,No quiso responder,2,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,31
11457,24-Mar-23,Zapopan,1412000016866,26,Insuficiente transporte público,Poca frecuencia de paso en el día,3,Propia,No quiso responder,2,0,0,,Cónyuge,Sí,No,31
11459,24-Mar-23,Zapopan,1412000016512,26,Vialidades insuficientes,La falta de comodidad de las unidades del transporte,4,Rentada,No quiso responder,2,0,0,En la cochera de la casa,Cónyuge,Sí,No,31
11478,24-Mar-23,Zapopan,1412000016512,26,Congestionamiento,Falta de información de rutas,4,Prestada,No quiso responder,2,0,0,En la cochera de la casa,Cónyuge,Sí,No,31
11479,24-Mar-23,Zapopan,1412000016508,26,Congestionamiento,La falta de comodidad de las unidades del transporte,4,Rentada,No quiso responder,2,0,1,En la cochera de la casa,Cónyuge,Sí,No,31
11493,24-Mar-23,Zapopan,1412000016724,26,Vialidades insuficientes,Poca frecuencia de paso en el día,4,Rentada,No quiso responder,2,0,0,,Jefe del hogar,Sí,Sí,31
11495,24-Mar-23,Zapopan,1412000016512,26,Vialidades insuficientes,El tiempo de duración de viaje,4,Propia,No quiso responder,2,0,1,En la cochera de la casa,Cónyuge,Sí,No,31
11505,24-Mar-23,Zapopan,1412000016584,26,Congestionamiento,La distancia a las paradas,6,Propia,No quiso responder,2,0,0,"En la calle, afuera de la casa",Cónyuge,Sí,No,31
11506,24-Mar-23,Zapopan,1412000016512,26,Vialidades insuficientes,El sobrecupo de personas en las unidades del transporte,4,Rentada,No quiso responder,2,1,0,En la cochera de la casa,Jefe del hogar,Sí,No,31
11509,24-Mar-23,Zapopan,1412000017031,26,Congestionamiento,La distancia a las paradas,5,Propia,"$10,001 y $15,000",2,0,0,En la cochera de la casa,Hijo,Sí,Sí,31
11516,24-Mar-23,Zapopan,1412000016508,26,,,3,Hipotecada,No quiso responder,2,0,0,,Jefe del hogar,No,No,31
11533,24-Mar-23,Zapopan,1412000016508,26,,,3,Prestada,No quiso responder,2,0,0,,Jefe del hogar,Sí,No,31
11580,24-Mar-23,Zapopan,1412000016847,26,Pavimento deteriorado,El sobrecupo de personas en las unidades del transporte,4,Rentada,"Más de $25,001",2,0,1,"En la calle, afuera de la casa",Jefe del hogar,Sí,No,31
11598,25-Mar-23,Zapopan,1412000014075,44,Insuficiente transporte público,La distancia a las paradas,3,Propia,No quiso responder,2,0,1,En la cochera de la casa,Hijo,Sí,No,95
11600,25-Mar-23,Zapopan,1412000014075,44,,El tiempo de duración de viaje,3,Propia,No quiso responder,2,0,0,En la cochera de la casa,Cónyuge,Sí,No,95
11603,25-Mar-23,Zapopan,1412000015849,44,Vialidades insuficientes,Poca frecuencia de paso en la noche,3,Propia,"Más de $25,001",2,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,95
11606,25-Mar-23,Zapopan,1412000015849,44,,,5,Propia,No quiso responder,2,0,0,En la cochera de la casa,Jefe del hogar,No,No,95
11608,25-Mar-23,Zapopan,1412000016071,44,Vialidades insuficientes,La distancia a las paradas,4,Rentada,No quiso responder,2,0,2,En la cochera de la casa,Jefe del hogar,Sí,No,95
11609,25-Mar-23,Zapopan,1412000016048,44,Falta de señalamientos,El tiempo de duración de viaje,5,Propia,No quiso responder,2,1,0,En la cochera de la casa,Cónyuge,Sí,No,95
11610,25-Mar-23,Zapopan,1412000015849,44,Falta de estacionamiento,Poca frecuencia de paso en la noche,4,Propia,"Más de $25,001",2,0,0,En la cochera de la casa,Cónyuge,Sí,No,95
11613,25-Mar-23,Zapopan,1412000016071,44,Congestionamiento,El tiempo de duración de viaje,3,Propia,No quiso responder,2,0,1,En la cochera de la casa,Cónyuge,Sí,No,95
11616,25-Mar-23,Zapopan,1412000013700,44,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,7,Propia,No quiso responder,2,0,2,En la cochera de la casa,Jefe del hogar,Sí,Sí,95
11618,25-Mar-23,Zapopan,1412000016048,44,Falta de ciclovías,La distancia a las paradas,3,Propia,No quiso responder,2,1,0,En la cochera de la casa,Cónyuge,Sí,No,95
11621,25-Mar-23,Zapopan,1412000016048,44,Congestionamiento,Poca frecuencia de paso en el día,4,Propia,No quiso responder,2,0,0,En la cochera de la casa,Cónyuge,Sí,No,95
11622,25-Mar-23,Zapopan,1412000015849,44,Vialidades insuficientes,Poca frecuencia de paso en la noche,3,Propia,No quiso responder,2,0,0,En la cochera de la casa,Hijo,Sí,No,95
11626,25-Mar-23,Zapopan,1412000015849,44,,,3,Hipotecada,No quiso responder,2,0,0,En la cochera de la casa,Cónyuge,No,No,95
11630,25-Mar-23,Zapopan,1412000016048,44,Falta de ciclovías,El tiempo de duración de viaje,3,Propia,No quiso responder,2,0,0,En la cochera de la casa,Cónyuge,Sí,No,95
11631,25-Mar-23,Zapopan,141200001536A,44,,,4,Hipotecada,No quiso responder,2,0,0,,Jefe del hogar,No,No,95
11636,25-Mar-23,Zapopan,1412000016048,44,Falta de ciclovías,El tiempo de duración de viaje,4,Propia,No quiso responder,2,0,0,En la cochera de la casa,Cónyuge,Sí,No,95
11637,25-Mar-23,Zapopan,1412000016550,44,Congestionamiento,Trato del/de la chofer,4,Rentada,No quiso responder,2,0,2,,Jefe del hogar,Sí,No,95
11639,25-Mar-23,Zapopan,1412000016071,44,Vialidades insuficientes,Poca frecuencia de paso en el día,4,Propia,"$15,001 y $25,000",2,0,2,En la cochera de la casa,Cónyuge,Sí,No,95
11642,25-Mar-23,Zapopan,1412000015849,44,Falta de señalamientos,Poca frecuencia de paso en la noche,3,Propia,No quiso responder,2,1,0,En la cochera de la casa,Jefe del hogar,Sí,No,95
11646,25-Mar-23,Zapopan,1412000016071,44,Falta de estacionamiento,La falta de comodidad de las unidades del transporte,4,Hipotecada,No quiso responder,2,0,2,En la cochera de la casa,Cónyuge,No,No,95
11662,25-Mar-23,Zapopan,1412000013433,44,Pavimento deteriorado,Poca frecuencia de paso en el día,4,Propia,"$15,001 y $25,000",2,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,95
11663,25-Mar-23,Zapopan,1412000015374,44,Insuficiente transporte público,Poca frecuencia de paso en el día,3,Prestada,No quiso responder,2,0,0,,Jefe del hogar,Sí,No,95
11670,25-Mar-23,Zapopan,1412000015849,44,Falta de estacionamiento,La falta de comodidad de las unidades del transporte,4,Prestada,No quiso responder,2,1,0,En la cochera de la casa,Cónyuge,Sí,No,95
11672,25-Mar-23,Zapopan,1412000016033,44,Congestionamiento,Trato del/de la chofer,2,Propia,"$7,001 y $10,000",2,1,0,"En la calle, afuera de la casa",Jefe del hogar,Sí,No,95
11678,25-Mar-23,Zapopan,1412000014889,44,Pavimento deteriorado,Conducción del/ de la chofer,4,Propia,No quiso responder,2,0,2,En la cochera de la casa,Jefe del hogar,Sí,Sí,95
11679,25-Mar-23,Zapopan,1412000014060,44,Congestionamiento,Falta de información de rutas,6,Propia,"$15,001 y $25,000",2,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,95
11680,25-Mar-23,Zapopan,1412000014060,44,Congestionamiento,Falta de información de rutas,7,Propia,"$15,001 y $25,000",2,0,0,En la cochera de la casa,Cónyuge,Sí,Sí,95
11682,25-Mar-23,Zapopan,1412000016071,44,Vialidades insuficientes,Poca frecuencia de paso en el día,2,Rentada,"$15,001 y $25,000",2,0,2,En la cochera de la casa,Cónyuge,Sí,Sí,95
11683,25-Mar-23,Zapopan,1412000012204,44,,,5,Otros,No quiso responder,2,1,0,,Jefe del hogar,No,No,95
11687,25-Mar-23,Zapopan,1412000015374,44,Vialidades insuficientes,Poca frecuencia de paso en el día,3,Hipotecada,No quiso responder,2,1,0,,Jefe del hogar,No,No,95
11688,25-Mar-23,Zapopan,1412000015849,44,Vialidades insuficientes,La falta de comodidad de las unidades del transporte,5,Hipotecada,No quiso responder,2,0,0,En la cochera de la casa,Jefe del hogar,No,No,95
11697,25-Mar-23,Zapopan,1412000014060,44,Congestionamiento,El sobrecupo de personas en las unidades del transporte,7,Propia,"$15,001 y $25,000",2,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,95
11701,25-Mar-23,Zapopan,1412000017050,44,Congestionamiento,El tiempo de duración de viaje,5,Rentada,No quiso responder,2,1,0,,Cónyuge,Sí,No,95
11703,25-Mar-23,Zapopan,1412000017116,44,Congestionamiento,Poca frecuencia de paso en el día,4,Propia,"Más de $25,001",2,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,95
11707,25-Mar-23,Zapopan,1412000015374,44,Pavimento deteriorado,Poca frecuencia de paso en la noche,4,Rentada,No quiso responder,2,0,0,,Hijo,Sí,No,95
11708,25-Mar-23,Zapopan,1412000014889,44,Insuficiente transporte público,Poca frecuencia de paso en la noche,4,Propia,No sabe,2,0,4 o más,En la cochera de la casa,Hijo,Sí,Sí,95
11716,25-Mar-23,Zapopan,1412000015374,44,Congestionamiento,Poca frecuencia de paso en el día,3,Prestada,No quiso responder,2,2,0,,Hijo,Sí,No,95
11720,25-Mar-23,Zapopan,1412000016033,44,Insuficiente transporte público,Poca frecuencia de paso en la noche,5,Propia,"$7,001 y $10,000",2,0,1,En la cochera de la casa,Hijo,Sí,Sí,95
11730,25-Mar-23,Zapopan,1412000014060,44,Congestionamiento,Poca frecuencia de paso en el día,4,Propia,"$15,001 y $25,000",2,2,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,95
11731,25-Mar-23,Zapopan,1412000013448,44,Falta de cruces peatonales,La falta de comodidad de las unidades del transporte,5,Prestada,No quiso responder,2,1,0,En la cochera de la casa,Cónyuge,Sí,No,95
11737,25-Mar-23,Zapopan,1412000016033,44,Insuficiente transporte público,El sobrecupo de personas en las unidades del transporte,2,Rentada,"$7,001 y $10,000",2,0,0,"En la calle, afuera de la casa",Cónyuge,No,No,95
11739,25-Mar-23,Zapopan,1412000015374,44,Congestionamiento,El tiempo de duración de viaje,2,Prestada,No quiso responder,2,0,0,,Jefe del hogar,Sí,No,95
11740,25-Mar-23,Zapopan,1412000016175,44,Falta de señalamientos,El tiempo de duración de viaje,2,Propia,No quiso responder,2,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,95
11746,25-Mar-23,Zapopan,1412000014060,44,Congestionamiento,Poca frecuencia de paso en el día,5,Hipotecada,"$15,001 y $25,000",2,0,0,En la cochera de la casa,Hijo,Sí,Sí,95
11752,25-Mar-23,Zapopan,1412000015374,44,Congestionamiento,Poca frecuencia de paso en el día,1,Hipotecada,No quiso responder,2,0,0,,Jefe del hogar,No,No,95
11753,25-Mar-23,Zapopan,1412000013448,44,Vialidades insuficientes,La falta de comodidad de las unidades del transporte,5,Otros,No quiso responder,2,0,0,En la cochera de la casa,Cónyuge,No,No,95
11759,25-Mar-23,Zapopan,1412000017116,44,Vialidades insuficientes,El sobrecupo de personas en las unidades del transporte,5,Propia,"Más de $25,001",2,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,95
11767,25-Mar-23,Zapopan,1412000014060,44,Congestionamiento,Poca frecuencia de paso en el día,5,Propia,"$15,001 y $25,000",2,0,0,En la cochera de la casa,Cónyuge,Sí,Sí,95
11768,25-Mar-23,Zapopan,1412000015374,44,Vialidades insuficientes,Poca frecuencia de paso en el día,3,Prestada,No quiso responder,2,0,1,,Cónyuge,Sí,No,95
11769,25-Mar-23,Zapopan,1412000015374,44,Congestionamiento,Poca frecuencia de paso en el día,3,Rentada,No quiso responder,2,1,1,,Cónyuge,Sí,No,95
11770,25-Mar-23,Zapopan,1412000013700,44,Insuficiente transporte público,Poca frecuencia de paso en el día,6,Propia,No sabe,2,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,95
11775,25-Mar-23,Zapopan,1412000014060,44,Congestionamiento,Falta de cubiertas para espera en las paradas,4,Propia,"$10,001 y $15,000",2,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,95
11783,25-Mar-23,Zapopan,1412000015374,44,Congestionamiento,Falta de información de rutas,3,Rentada,No quiso responder,2,1,1,,Cónyuge,Sí,No,95
11787,25-Mar-23,Zapopan,1412000016175,44,Pavimento deteriorado,Falta de cubiertas para espera en las paradas,4,Propia,No quiso responder,2,0,0,En la cochera de la casa,Cónyuge,Sí,No,95
11789,25-Mar-23,Zapopan,1412000013448,44,Tiempos excesivos de traslado,El tiempo de duración de viaje,2,Propia,"Más de $25,001",2,0,1,En la cochera de la casa,Jefe del hogar,Sí,Sí,95
11793,25-Mar-23,Zapopan,1412000017116,44,,El tiempo de duración de viaje,3,Rentada,"Más de $25,001",2,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,95
11800,25-Mar-23,Zapopan,1412000016067,44,Falta de estacionamiento,El sobrecupo de personas en las unidades del transporte,7,Propia,"$10,001 y $15,000",2,1,0,En la cochera de la casa,Hijo,Sí,Sí,95
11804,25-Mar-23,Zapopan,1412000013448,44,Pavimento deteriorado,Conducción del/ de la chofer,3,Prestada,No quiso responder,2,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,95
11815,25-Mar-23,Zapopan,1412000012204,44,,,5,Rentada,No quiso responder,2,0,1,,Jefe del hogar,Sí,No,95
11819,25-Mar-23,Zapopan,1412000013448,44,Vialidades insuficientes,Falta de información de rutas,2,Hipotecada,No quiso responder,2,0,0,En la cochera de la casa,Jefe del hogar,No,No,95
11822,25-Mar-23,Zapopan,1412000012204,44,,,5,Prestada,No quiso responder,2,0,0,,Nieto,Sí,No,95
11828,25-Mar-23,Zapopan,1412000017012,44,,,6,Rentada,No quiso responder,2,0,0,,Jefe del hogar,Sí,No,95
11834,25-Mar-23,Zapopan,1412000017012,44,,,5,Prestada,No quiso responder,2,0,0,,Jefe del hogar,Sí,No,95
11837,25-Mar-23,Zapopan,1412000017012,44,,,6,Prestada,No quiso responder,2,1,2,,Hijo,Sí,No,95
11838,25-Mar-23,Zapopan,1412000017012,44,,,4,Rentada,No quiso responder,2,0,0,,Compañero,Sí,No,95
11841,25-Mar-23,Zapopan,1412000014060,44,Congestionamiento,Poca frecuencia de paso en el día,4,Propia,"$15,001 y $25,000",2,0,0,En la cochera de la casa,Cónyuge,Sí,Sí,95
11852,25-Mar-23,Zapopan,1412000014060,44,Congestionamiento,El tiempo de duración de viaje,5,Propia,"$15,001 y $25,000",2,0,2,En la cochera de la casa,Jefe del hogar,Sí,Sí,95
11855,25-Mar-23,Zapopan,1412000014060,44,Insuficiente transporte público,La distancia a las paradas,4,Propia,"$10,001 y $15,000",2,0,0,En la cochera de la casa,Jefe del hogar,Sí,Sí,95
11862,25-Mar-23,Zapopan,1412000017116,44,Vialidades insuficientes,La falta de comodidad de las unidades del transporte,3,Propia,"$15,001 y $25,000",2,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,95
11865,25-Mar-23,Zapopan,1412000014060,44,Congestionamiento,Falta de cubiertas para espera en las paradas,3,Propia,"$10,001 y $15,000",2,0,0,En la cochera de la casa,Cónyuge,Sí,Sí,95
11868,25-Mar-23,Zapopan,1412000017116,44,Tiempos excesivos de traslado,El sobrecupo de personas en las unidades del transporte,2,Rentada,"Más de $25,001",2,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,95
11870,25-Mar-23,Zapopan,1412000017116,44,Insuficiente transporte público,La distancia a las paradas,3,Rentada,"Más de $25,001",2,1,0,"En la calle, afuera de la casa",Sin parentesco,Sí,No,95
11871,27-Mar-23,Guadalajara,1403900010026,69A,Vialidades insuficientes,La falta de comodidad de las unidades del transporte,4,Propia,No quiso responder,2,0,1,En la cochera de la casa,Otro parentesco,Sí,No,75
11872,27-Mar-23,Guadalajara,1403900010026,69A,Falta de señalamientos,Conducción del/ de la chofer,3,Propia,"Más de $25,001",2,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,75
11874,27-Mar-23,Guadalajara,1403900010026,69A,,,3,Propia,"Más de $25,001",2,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,75
11875,27-Mar-23,Guadalajara,1403900010026,69A,,,3,Propia,No quiso responder,2,0,0,En la cochera de la casa,Hijo,Sí,No,75
11876,27-Mar-23,Guadalajara,1403900010609,69A,Congestionamiento,Conducción del/ de la chofer,4,Propia,No quiso responder,2,1,1,En la cochera de la casa,Cónyuge,Sí,No,75
11887,27-Mar-23,Guadalajara,1403900010026,69A,,,4,Propia,No quiso responder,2,0,1,En la cochera de la casa,Hijo,Sí,No,75
11892,27-Mar-23,Zapopan,1412000015942,69B,Congestionamiento,Conducción del/ de la chofer,5,Propia,"$15,001 y $25,000",2,1,0,En la cochera de la casa,Hijo,Sí,No,88
11900,27-Mar-23,Zapopan,1412000015181,24A,Congestionamiento,El sobrecupo de personas en las unidades del transporte,3,Otros,No quiso responder,2,0,0,,Cónyuge,No,No,29
11902,27-Mar-23,Guadalajara,1403900010030,69A,Congestionamiento,Falta de información de rutas,3,Propia,No quiso responder,2,0,0,En la cochera de la casa,Cónyuge,Sí,No,75
11903,27-Mar-23,Zapopan,1412000012914,69B,Falta de señalamientos,Trato del/de la chofer,5,Propia,No sabe,2,0,1,En la cochera de la casa,Jefe del hogar,Sí,Sí,88
11904,27-Mar-23,Zapopan,1412000015181,24A,Congestionamiento,El tiempo de duración de viaje,4,Hipotecada,No quiso responder,2,0,2,,Cónyuge,No,No,29
11906,27-Mar-23,Guadalajara,1403900010030,69A,Falta de ciclovías,Conducción del/ de la chofer,3,Propia,No quiso responder,2,1,0,En la cochera de la casa,Cónyuge,Sí,No,75
11907,27-Mar-23,Guadalajara,1403900010026,69A,Falta de estacionamiento,Falta de información de rutas,4,Propia,No quiso responder,2,0,0,En la cochera de la casa,Jefe del hogar,Sí,No,75
11909,27-Mar-23,Zapopan,1412000014183,68B,Vialidades insuficientes,Poca frecuencia de paso en el día,3,Rentada,No quiso responder,2,0,0,,Cónyuge,Sí,No,178
11911,27-Mar-23,Zapopan,1412000015181,24A,Congestionamiento,El sobrecupo de personas en las unidades del transporte,3,Prestada,No quiso responder,2,0,0,,Jefe del hogar,Sí,No,29
11912,27-Mar-23,Guadalajara,1403900010295,69A,,,3,Propia,No quiso responder,2,0,0,Estacionamiento privado,Jefe del hogar,Sí,No,75
11913,27-Mar-23,Zapopan,1412000015181,24A,Congestionamiento,La falta de comodidad de las unidades del transporte,4,Prestada,No quiso responder,2,1,0,,Cónyuge,Sí,No,29
